1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-24T08:35:41+0000
1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-24T08:35:41+0000
1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-24T08:35:41+0000
1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-24T08:35:41+0000
1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-24T08:35:41+0000
1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-24T08:35:41+0000
1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-24T08:35:41+0000
1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-24T08:35:41+0000
1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-24T08:35:41+0000
1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-24T08:35:41+0000
1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-24T08:35:41+0000
1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-24T08:35:41+0000
1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-24T08:35:41+0000
1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-24T08:35:41+0000
1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-29T19:06:58+0000
1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-29T19:09:37+0000
1,Gilberto,León,Enríquez,DEPOSIT,100.0,2013-05-29T19:09:56+0000
